 Defective product received. The cell phone is hanging up again and again.i recently visited to Samsung Care Center they checked my phone and said that your phone have some sort of manufacturer default.,1
"Friends this is my feeling that more good options are available in this price-
1. display durability very poor but quality is great.
2. Camera quality is not satisfying specially front camera.
3. Low light image quality is very poor.",3
"Don't waste your money buying this phone. The camera colors the face too artificial... Even regular pics in various modes that I've tried were below average. Image quality and sharpness is much inferior even compared to what the reviews say. I didn't expect wonders from a phone of this price range, but seriously Samsung has really let me down after all the hype and brilliant marketing of M20.

Worst, the customer care just wouldn't replace or return the phone even after umpteen phone calls to their customer care and complaining about the quality, hit and miss facial recognition, pathetic camera pics under low lights.

I'd been wanting to write a review since the day it got delivered and I started testing it, but Amazon wouldn't let me put a review even after 5 days of delivery (as honest reviews like mine would impact their upcoming flash sales:)",1
"Only display quality is good,
Camara quality is bad as Samsung brand.
5000 mah battery  only named not in performance. Mi 4000 mah is better than Samsung 5000 man.
Security system is too band , my device is unlocking with out requiring password and also unlocking with non registered face I'd. It make bad experience with Samsung.
Fast charging is good.",2
Phone hangs even for few apps,1
"Don't buy Samsung galaxy M20.
Camera quality of this phone is too low not even decent. Audio and video quality is fine but volume can't up to mark. Screen quality is also not pleasant on this one.
Before buying M20 ,I think you should make a second thought if you paying 11k bucks. Device is overpriced according to its specifications.",1
"Doesn't work after update, returned phone and took 10 days for return process to take place and need to wait for another week for refund. Front camera looks like 2 megapixel.
Heavy phone, nothing great for that price.",1
Don't purchase this phone... Network frequency is very poor... Many time networks gone. And hanging prob.. Prosser is very poor,1
"I purchased this phone on the day of its sale, when there were no reviews available. I made a big mistake in trusting the brand ""Samsung"" blindly. This phone might have pros but they are nothing special. Many smaller brands also provide those features. The one particular flaw that annoyed me the most and made me write this harsh review is lack of notification LED light. This may sound simple but what it means if your phones battery is low you won't notice any warning. If you are charging your phone you don't know if its charging because there is no LED light. If you had a missed call no LED notification. If you had a text no notification. You will know all these only when you turn your screen on. So you turn your phone scree on regularly to check for all these. How the heck did they design a product like this. There are many annoying things in this phone but this one simple feature missing totally pissed me off. On top to rub salt on wounds...Amazon can't do refunds on phones which is a revelation to me. I jumped in and bought this phone in the first week and now I regret trusting Samsung. I already posted it on OLX, can't keep it. My suggestion is don't rush to buy it.",2
"1:- It's doesn't support samsung pay .
2:- Doesn't support 5G (In case you wifi have 5g option  )
3:- while recording video is keep adjusting brightness cause video quality to degrade .
4:- After 15 days of use touch is not working properly .
5:-  phone Hangs multiple times .",3
"Let's start with
(1) design was very ugly fully made out of cheap pollycarbonate easily scratch, mobile was very thick and heavy.even box quality is cheap.
(3) display was vibrant and bright no complain.
(2) Camera quality was under average clarity was missing not up to the mark.
(3) battery backup was good you will not disappoint and full charge in 2h15min
(4) Gaming was very bad in this phone heats up very quickly not able to play games like pubg even on low graphics frame dorps.

Conclusion, we all know Samsung what to give competition to other brand but they are not giving the quality which other brand gives not worth of 10990-/",1
"Please don't buy
Very poor built quality.
I tried to return mobile handset but unfortunately there is no return policy. You can only replace this.
Very disappointed with Mobile Samsung M20.
Many better options available with less price.",1
